evaluation,de-identified
2.25.288365977311568744055874926436018666998,1.3.6.1.4.1.14519.5.2.1.8700.9668.180474928907145881426119922168
2.25.289801041772879364858567043621091655158,1.3.6.1.4.1.14519.5.2.1.8700.9668.136848139026477249285771604074
2.25.289819619984707334703089353742005943798,1.3.6.1.4.1.14519.5.2.1.8700.9668.333859829355596974137846459775
2.25.289830274191861440399887245564727377398,1.3.6.1.4.1.14519.5.2.1.8700.9668.215959596557471604105610200833
2.25.289850816469838138857338499640170495478,1.3.6.1.4.1.14519.5.2.1.8700.9668.108899989424468612496134151141
2.25.290013566961274940659623157622950706678,1.3.6.1.4.1.14519.5.2.1.8700.9668.295721655603881250080259619401
2.25.290163551022745006477869679901293526518,1.3.6.1.4.1.14519.5.2.1.8700.9668.630253186298664919832918269116
2.25.290198075090701409734297754645372190198,1.3.6.1.4.1.14519.5.2.1.8700.9668.182992927346359581236662530654
2.25.290383795807155159624659220857953566198,1.3.6.1.4.1.14519.5.2.1.8700.9668.285412475710432496795661370822
2.25.290418844761688219882323852830703205878,1.3.6.1.4.1.14519.5.2.1.8700.9668.303606484167357470250434578859
2.25.290638364212270554939102724892497919478,1.3.6.1.4.1.14519.5.2.1.8700.9668.897988322634078748505366903603
2.25.290834328733996586636993348370137988598,1.3.6.1.4.1.14519.5.2.1.8700.9668.310109434668680612914446441060
2.25.290846049352218134331775249294430944758,1.3.6.1.4.1.14519.5.2.1.8700.9668.132301699282086311653865820443
2.25.290991738851139114451602513522945801718,1.3.6.1.4.1.14519.5.2.1.8700.9668.178184071817822687428922009967
2.25.291043847609765558677759475346801540598,1.3.6.1.4.1.14519.5.2.1.8700.9668.323280187837395860238348424907
2.25.292436315049500385259344423626976378358,1.3.6.1.4.1.14519.5.2.1.8700.9668.142550558821970293298901743204
2.25.292605412509036204777713700415618006518,1.3.6.1.4.1.14519.5.2.1.8700.9668.134756461999360415324641920629
2.25.292610564320303694816265720610988604918,1.3.6.1.4.1.14519.5.2.1.8700.9668.246792135829153299873503367670
2.25.292783348266241303054263224999639367158,1.3.6.1.4.1.14519.5.2.1.8700.9668.158032808297206084934074706156
2.25.293175591845498548079464718324402339318,1.3.6.1.4.1.14519.5.2.1.8700.9668.141146042950072451272792687022
2.25.293176160307564587926086952002246000118,1.3.6.1.4.1.14519.5.2.1.8700.9668.306362534033248067619519864117
2.25.293199071903741275458553941009523916278,1.3.6.1.4.1.14519.5.2.1.8700.9668.238991860412364064159794787067
2.25.293229701115228477480145917133004062198,1.3.6.1.4.1.14519.5.2.1.8700.9668.114437317956468695663953393814
2.25.29329534039291373427448146036365311478,1.3.6.1.4.1.14519.5.2.1.8700.9668.617845383954228356949210468613
2.25.2932971461296653245474221528752700918,1.3.6.1.4.1.14519.5.2.1.8700.9668.232778182778833084749166225348
2.25.293310511068007339105239516188308520438,1.3.6.1.4.1.14519.5.2.1.8700.9668.597441816966739242916026536436
2.25.293469078312463387750499235050510990838,1.3.6.1.4.1.14519.5.2.1.8700.9668.518177136056174853691593943371
2.25.293539594942368396152852680875787795958,1.3.6.1.4.1.14519.5.2.1.8700.9668.103872499208484604016557143765
2.25.293612671038063427864632086138380205558,1.3.6.1.4.1.14519.5.2.1.8700.9668.278917688916768109649955709680
2.25.293638943492893970490299793280031374838,1.3.6.1.4.1.14519.5.2.1.8700.9668.254936344445333898110528310303
2.25.293726333740710454339952224128130989558,1.3.6.1.4.1.14519.5.2.1.8700.9668.269309950768049586570405152761
2.25.29386713004177917999889406705322802678,1.3.6.1.4.1.14519.5.2.1.8700.9668.224141011829757953437039472153
2.25.29421961613680514203684774408827289078,1.3.6.1.4.1.14519.5.2.1.8700.9668.778371629385382105689773111392
2.25.295179657520494925073207837419718163958,1.3.6.1.4.1.14519.5.2.1.8700.9668.122110836629287718321573578409
2.25.295296112619729766795106459865998540278,1.3.6.1.4.1.14519.5.2.1.8700.9668.186677112319327506805361388589
2.25.295353024189567825725408342324123647478,1.3.6.1.4.1.14519.5.2.1.8700.9668.307590893353683166903082041963
2.25.295444255418703001110147308182935551478,1.3.6.1.4.1.14519.5.2.1.8700.9668.298354554002467943950362075951
2.25.295468579256876505404431902111128206838,1.3.6.1.4.1.14519.5.2.1.8700.9668.147552668197793841617315684339
2.25.295705350243705508949400080400388832758,1.3.6.1.4.1.14519.5.2.1.8700.9668.158565965614018282292470628831
2.25.295729531075045674996555317981751131638,1.3.6.1.4.1.14519.5.2.1.8700.9668.200494713103220653605203342937
2.25.295807247960359979741909265081234472438,1.3.6.1.4.1.14519.5.2.1.8700.9668.889701073959083887636711089095
2.25.295831060776885267031216380650947460598,1.3.6.1.4.1.14519.5.2.1.8700.9668.188522527779560084970749251713
2.25.295833659460615734901489448892518481398,1.3.6.1.4.1.14519.5.2.1.8700.9668.148504983869481142972682114325
2.25.295845419692918539728440146588786605558,1.3.6.1.4.1.14519.5.2.1.8700.9668.337939398263563742362630997961
2.25.296110313112172793971358841270938746358,1.3.6.1.4.1.14519.5.2.1.8700.9668.288986716273165518192693797979
2.25.296158931870240484853444807483782184438,1.3.6.1.4.1.14519.5.2.1.8700.9668.307470489149853166292710581550
2.25.296231799992008916621338029693504962038,1.3.6.1.4.1.14519.5.2.1.8700.9668.278852221745996070221715719017
2.25.296278187685020205819677361708706938358,1.3.6.1.4.1.14519.5.2.1.8700.9668.221864538790813130508148444039
2.25.296355267972048708451078744682549329398,1.3.6.1.4.1.14519.5.2.1.8700.9668.428590977480287646257468833797
2.25.296400536963405296236971255857172561398,1.3.6.1.4.1.14519.5.2.1.8700.9668.291827396612998635872867081027
2.25.29709809808460026253134446579710279158,1.3.6.1.4.1.14519.5.2.1.8700.9668.329968005778707924878250752992
2.25.29735504293845027320459408818243747318,1.3.6.1.4.1.14519.5.2.1.8700.9668.622321903977566504270986750365
2.25.297868428029290452182658506107188264438,1.3.6.1.4.1.14519.5.2.1.8700.9668.855196798711176766707826264231
2.25.297914112968500239856323383387550760438,1.3.6.1.4.1.14519.5.2.1.8700.9668.289065920472861283208066466033
2.25.297988016602352733059108953216704429558,1.3.6.1.4.1.14519.5.2.1.8700.9668.222093736038890555131933721309
2.25.298024868393723805401775526282043964918,1.3.6.1.4.1.14519.5.2.1.8700.9668.326753670346705373093055017829
2.25.298293777096254282561323461771599134198,1.3.6.1.4.1.14519.5.2.1.8700.9668.203229665872396091802720190274
2.25.29832274759962387496361227302343392758,1.3.6.1.4.1.14519.5.2.1.8700.9668.108270572968580744247239259976
2.25.298901209910871645525932652013551205878,1.3.6.1.4.1.14519.5.2.1.8700.9668.463969323560731265905887096596
2.25.298994393718071984955271610763019140598,1.3.6.1.4.1.14519.5.2.1.8700.9668.327233650063421584269325408021
2.25.299008044334332380129317290417942281718,1.3.6.1.4.1.14519.5.2.1.8700.9668.224051139054921284974393225757
2.25.29930199976548393074983471689519185398,1.3.6.1.4.1.14519.5.2.1.8700.9668.328105900650787370250380776106
2.25.300426081078955435240573803137209056758,1.3.6.1.4.1.14519.5.2.1.8700.9668.335086477366895082106798122092
2.25.300619778486811121264444187354710261238,1.3.6.1.4.1.14519.5.2.1.8700.9668.251434055436506674089134142493
2.25.300767171391226158067529712778157342198,1.3.6.1.4.1.14519.5.2.1.8700.9668.295614579874730493085826238604
2.25.300789792220046418249877733479137525238,1.3.6.1.4.1.14519.5.2.1.8700.9668.285354005434907972231712641932
2.25.30094588114104364721126188225752841718,1.3.6.1.4.1.14519.5.2.1.8700.9668.251422267988614711839963026746
2.25.30097508464174640504609886255762226678,1.3.6.1.4.1.14519.5.2.1.8700.9668.315485929050914885217418019246
2.25.301012370669983429052731092272854711798,1.3.6.1.4.1.14519.5.2.1.8700.9668.156292289568117464831038905427
2.25.301065141776048492528750336124135259638,1.3.6.1.4.1.14519.5.2.1.8700.9668.874636446527025111466808466013
2.25.301081000085057347678563059881234513398,1.3.6.1.4.1.14519.5.2.1.8700.9668.320469565359845122621835099048
2.25.301209861126119485481763767406978252278,1.3.6.1.4.1.14519.5.2.1.8700.9668.151466975176825820867966607824
2.25.301623537904040901866892754208905870838,1.3.6.1.4.1.14519.5.2.1.8700.9668.287758691955914659484661686994
2.25.30288139742141024498615400322385427958,1.3.6.1.4.1.14519.5.2.1.8700.9668.563008338386317150834911650425
2.25.3030350399702122971488758430390926838,1.3.6.1.4.1.14519.5.2.1.8700.9668.573750513758720027925759542312
2.25.303141795897399625937274972219029175798,1.3.6.1.4.1.14519.5.2.1.8700.9668.300033473399176594089298550668
2.25.303155972984799928397843960973502299638,1.3.6.1.4.1.14519.5.2.1.8700.9668.226317624049015261236826080806
2.25.30319575496322621731164078723279994358,1.3.6.1.4.1.14519.5.2.1.8700.9668.255021629962947157507956490786
2.25.303201449157801490984979279265555660278,1.3.6.1.4.1.14519.5.2.1.8700.9668.207493666226905027970603585025
2.25.303202161022841681650052557257949429238,1.3.6.1.4.1.14519.5.2.1.8700.9668.934272418063626451123423115484
2.25.303241873743161144077949633195335597558,1.3.6.1.4.1.14519.5.2.1.8700.9668.325014419941905288658730188536
2.25.303324643008398983460111920592531865078,1.3.6.1.4.1.14519.5.2.1.8700.9668.108246550468631390495976998868
2.25.303403871170913247797705464542867865078,1.3.6.1.4.1.14519.5.2.1.8700.9668.646502016429650479594883360562
2.25.303428873994439499337363235142714899958,1.3.6.1.4.1.14519.5.2.1.8700.9668.253479148639600385807264512551
2.25.303467132085695199872022093613172899318,1.3.6.1.4.1.14519.5.2.1.8700.9668.766456699654775384162120761424
2.25.303559720097113432033542348912134307318,1.3.6.1.4.1.14519.5.2.1.8700.9668.663617812371672787395201724833
2.25.303754708527877287994793819928306236918,1.3.6.1.4.1.14519.5.2.1.8700.9668.391834507101525829839747204591
2.25.303822353136891154314909499785383362038,1.3.6.1.4.1.14519.5.2.1.8700.9668.224785121451621776375845158230
2.25.303831100322173541669101515005220208118,1.3.6.1.4.1.14519.5.2.1.8700.9668.248068470954650394267425235474
2.25.303864294545422142998623082114092482038,1.3.6.1.4.1.14519.5.2.1.8700.9668.190178935513760969504137812197
2.25.303895123015738068395024106000607722998,1.3.6.1.4.1.14519.5.2.1.8700.9668.319130449142819291140501754208
2.25.303925426203336524218866884690732236278,1.3.6.1.4.1.14519.5.2.1.8700.9668.147541751373783459756010683572
2.25.303983560263722178247897835532011027958,1.3.6.1.4.1.14519.5.2.1.8700.9668.122433354508475291762971048425
2.25.304059480254310659478075161054700748278,1.3.6.1.4.1.14519.5.2.1.8700.9668.102475737357858655423119731680
2.25.304078950575248539939038774480495820278,1.3.6.1.4.1.14519.5.2.1.8700.9668.181540527387196253280373822852
2.25.30411317747106014120880522940571565558,1.3.6.1.4.1.14519.5.2.1.8700.9668.804311108808868698277072018198
2.25.304135312301638749874837757743605595638,1.3.6.1.4.1.14519.5.2.1.8700.9668.326738787717237095793295092169
2.25.304261402733857763854152819037406084598,1.3.6.1.4.1.14519.5.2.1.8700.9668.121398129099357444838363433821
2.25.304375780866812294136441426729028402678,1.3.6.1.4.1.14519.5.2.1.8700.9668.312109612089904252141472527110
2.25.30443808424271488783084259379164855798,1.3.6.1.4.1.14519.5.2.1.8700.9668.327846773071563974869928520645
2.25.30500029916814048471005702069482536438,1.3.6.1.4.1.14519.5.2.1.8700.9668.286370449110919124307966736773
2.25.30518509489579688056427708228178656758,1.3.6.1.4.1.14519.5.2.1.8700.9668.131599249521356197737697346995
2.25.30562807935945476104184698489410272758,1.3.6.1.4.1.14519.5.2.1.8700.9668.230087604482545573335222218707
2.25.305878519647697724108375821350159891958,1.3.6.1.4.1.14519.5.2.1.8700.9668.126086136594822225772060302439
2.25.305951475316585734138362084425947790838,1.3.6.1.4.1.14519.5.2.1.8700.9668.237253117365800785132694838714
2.25.306028719605910641296942286035767377398,1.3.6.1.4.1.14519.5.2.1.8700.9668.162858581454863830458222810004
2.25.306125668335393658567603689993755278838,1.3.6.1.4.1.14519.5.2.1.8700.9668.608529584695535228086369036105
2.25.306231075463506698698946580703881051638,1.3.6.1.4.1.14519.5.2.1.8700.9668.140951255403717747257041029754
2.25.306371184526800986610155443664253992438,1.3.6.1.4.1.14519.5.2.1.8700.9668.583008383152017087965332279298
2.25.306431791694279523400484376979942522358,1.3.6.1.4.1.14519.5.2.1.8700.9668.263162830667860139482221001334
2.25.306454786083886038339184151240648539638,1.3.6.1.4.1.14519.5.2.1.8700.9668.144446494297492883663806575289
2.25.306511152563965999130843390116395335158,1.3.6.1.4.1.14519.5.2.1.8700.9668.244603651626259564278222135047
2.25.306540965329238491658436464769467268598,1.3.6.1.4.1.14519.5.2.1.8700.9668.129120136180924083761623962405
2.25.306678019354586229536787720675115253238,1.3.6.1.4.1.14519.5.2.1.8700.9668.505541420011510220431129387296
2.25.306693348419469489400825319558626262518,1.3.6.1.4.1.14519.5.2.1.8700.9668.150080023149182848777589607254
2.25.306770142296690502966646301871088188918,1.3.6.1.4.1.14519.5.2.1.8700.9668.985233966214286527940116262421
2.25.306832329273729574187866850453146418678,1.3.6.1.4.1.14519.5.2.1.8700.9668.273154086013947346056990789258
2.25.306921486309570126132247617331338526198,1.3.6.1.4.1.14519.5.2.1.8700.9668.135835110867430060944749269619
2.25.306945463524532630520055239504748461558,1.3.6.1.4.1.14519.5.2.1.8700.9668.976211330654833037712417642584
2.25.308393868423847403151911357620179025398,1.3.6.1.4.1.14519.5.2.1.8700.9668.306157109515696799935936654383
2.25.308511082925019944097485814185223372278,1.3.6.1.4.1.14519.5.2.1.8700.9668.724216780707561940978082071160
2.25.308717814554031664318855400285714103798,1.3.6.1.4.1.14519.5.2.1.8700.9668.178577024348491945390707943879
2.25.308814060925853992636164037476582276598,1.3.6.1.4.1.14519.5.2.1.8700.9668.443608605687994915624065938472
2.25.308833970963093827264201295071301713398,1.3.6.1.4.1.14519.5.2.1.8700.9668.130546263911841397993725974494
2.25.308886265511761367440229913755720990198,1.3.6.1.4.1.14519.5.2.1.8700.9668.162718986145449598848885010678
2.25.308943377924991400030627595847760199158,1.3.6.1.4.1.14519.5.2.1.8700.9668.415750301951666830685134363521
2.25.308967389208063785552100383245068778998,1.3.6.1.4.1.14519.5.2.1.8700.9668.165683379211636134418084335881
2.25.309009218904885629123097958676807925238,1.3.6.1.4.1.14519.5.2.1.8700.9668.290475270481084350087683950682
2.25.309065678081915731604032181998976613878,1.3.6.1.4.1.14519.5.2.1.8700.9668.973526858295792260408683053180
2.25.309159752809803543935847380150166076918,1.3.6.1.4.1.14519.5.2.1.8700.9668.887927766686671778877604918473
2.25.309194268558802883194520007572129955318,1.3.6.1.4.1.14519.5.2.1.8700.9668.124537496046821357389637279817
2.25.309247068583147264377022473066952375798,1.3.6.1.4.1.14519.5.2.1.8700.9668.794520919149001702440158721888
2.25.309644158945246319523076251442877152758,1.3.6.1.4.1.14519.5.2.1.8700.9668.103365631515802914209832415731
2.25.309673318474318881941205867326078565878,1.3.6.1.4.1.14519.5.2.1.8700.9668.279628220576305950535238657554
2.25.309703864496235443985243370228410858998,1.3.6.1.4.1.14519.5.2.1.8700.9668.179956105117968513056994896291
2.25.311059254740476845142121291810707455478,1.3.6.1.4.1.14519.5.2.1.8700.9668.206328048820731648376751808691
2.25.311190157491286975537301784964051353078,1.3.6.1.4.1.14519.5.2.1.8700.9668.245086255551867426785035882483
2.25.311440427768585972011430839239289978358,1.3.6.1.4.1.14519.5.2.1.8700.9668.974009198691905341690638051878
2.25.311509122943034777476663009489148558838,1.3.6.1.4.1.14519.5.2.1.8700.9668.337391194145120675779188335269
2.25.311524177482334925414770846742871653878,1.3.6.1.4.1.14519.5.2.1.8700.9668.116961746713516009653628676029
2.25.311748114299118243279692246847617351158,1.3.6.1.4.1.14519.5.2.1.8700.9668.171290300767137448523656395780
2.25.311770239159641164167286931963468430838,1.3.6.1.4.1.14519.5.2.1.8700.9668.255746810524850003732195077212
2.25.311777944494586488945439592080358358518,1.3.6.1.4.1.14519.5.2.1.8700.9668.326403146536426865208478226807
2.25.311867468752960294505025105034760273398,1.3.6.1.4.1.14519.5.2.1.8700.9668.324165686724301231702564633416
2.25.312023890102634644300701102759067893238,1.3.6.1.4.1.14519.5.2.1.8700.9668.301342257837105476938228190097
2.25.312047600714830288189012722657084947958,1.3.6.1.4.1.14519.5.2.1.8700.9668.230788883066084364874650664561
2.25.312176716870575721923380481394348768758,1.3.6.1.4.1.14519.5.2.1.8700.9668.278254773294630842388570447994
2.25.312209085536370924618504323775258541558,1.3.6.1.4.1.14519.5.2.1.8700.9668.200820877782170463426051161584
2.25.313784095850961053947869861220166778358,1.3.6.1.4.1.14519.5.2.1.8700.9668.886335639464342971318986968297
2.25.313851679454289784284445594048402144758,1.3.6.1.4.1.14519.5.2.1.8700.9668.132737035933327423577668955752
2.25.313955000901024636407101334714035322358,1.3.6.1.4.1.14519.5.2.1.8700.9668.100987188313373878770947428711
2.25.314033089762561945623520283502365490678,1.3.6.1.4.1.14519.5.2.1.8700.9668.280565443751304685365556748934
2.25.314087865341138619987280644015589539318,1.3.6.1.4.1.14519.5.2.1.8700.9668.737425488695167274218850992372
2.25.314111823145201308380325555770731642358,1.3.6.1.4.1.14519.5.2.1.8700.9668.127096931666911812561881627869
2.25.314174681977058500563128897605488721398,1.3.6.1.4.1.14519.5.2.1.8700.9668.367643535790427047825335573492
2.25.314176546215722461202992473694640127478,1.3.6.1.4.1.14519.5.2.1.8700.9668.265832055007526866020445207331
2.25.314205443499577101406164654947365928438,1.3.6.1.4.1.14519.5.2.1.8700.9668.165146467376845540341009405534
2.25.314224332285802127166890331760565534198,1.3.6.1.4.1.14519.5.2.1.8700.9668.165831069962875910536904272250
2.25.314537064461864119359491384215370055158,1.3.6.1.4.1.14519.5.2.1.8700.9668.924040063467748308746026370115
2.25.314565504203080239686113962751782665718,1.3.6.1.4.1.14519.5.2.1.8700.9668.112303177124190580471371553798
2.25.314950401747109162121933782681470483958,1.3.6.1.4.1.14519.5.2.1.8700.9668.174262541234828617309882673892
